domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
app.author.redesign.dev.veteranscrisisline.net,Yes,Yes,3,2,2026-01-02T00:00:00,2026-08-18T23:59:59,24494934171;23506249829;23672170533,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.author.redesign.stage.veteranscrisisline.net,Yes,Yes,4,2,2026-01-02T00:00:00,2026-08-18T23:59:59,23672228682;23506291187;24487038622;24487105713,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.author.redesign.veteranscrisisline.net,Yes,Yes,3,2,2025-12-15T00:00:00,2026-08-18T23:59:59,23277166704;24495576282;23130012042,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.author2024.stage.veteranscrisisline.net,Yes,Yes,4,2,2026-01-03T00:00:00,2026-08-22T23:59:59,24578898815;23700987944;24578848828;23531473103,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.delivery.redesign.dev.veteranscrisisline.net,Yes,Yes,3,2,2026-01-06T00:00:00,2026-08-18T23:59:59,24494932681;23581760522;23581699068,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.delivery.redesign.stage.veteranscrisisline.net,Yes,Yes,3,2,2026-01-06T00:00:00,2026-08-18T23:59:59,23581747306;23784354002;24487022796,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.delivery.redesign.veteranscrisisline.net,Yes,Yes,3,2,2025-12-15T00:00:00,2026-08-18T23:59:59,24495576300;23130007288;23177744050,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.delivery2024.stage.veteranscrisisline.net,Yes,Yes,4,2,2026-01-03T00:00:00,2026-08-22T23:59:59,24580209484;23700982950;23531475647;24578866883,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.starttheconversation.stage.veteranscrisisline.net,Yes,Yes,4,2,2025-09-29T00:00:00,2026-08-14T23:59:59,21344933662;22157722809;24406742955;24406752900,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.starttheconversation.veteranscrisisline.net,Yes,Yes,5,2,2025-09-24T00:00:00,2026-08-19T23:59:59,21242928059;23398067017;24507310707;21241592368;23348604185,"C=US, O=""DigiCert, Inc."", CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
app.stcdelivery2024.stage.veteranscrisisline.net,Yes,Yes,2,1,2026-03-04T00:00:00,2026-09-04T23:59:59,24784251806;24783112239,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
author.dev.veteranscrisisline.net,Yes,Yes,6,2,2025-03-29T00:00:00,2026-09-01T23:59:59,19842644436;17493877962;24713936640;19842640255;24714888058;24713932522,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
author.redesign.dev.veteranscrisisline.net,Yes,Yes,6,2,2025-06-01T00:00:00,2026-09-01T23:59:59,19862920410;24707002714;18752528230;24707273224;24706998711;19862890167,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
author.redesign.stage.veteranscrisisline.net,Yes,Yes,6,2,2025-06-01T00:00:00,2026-08-28T23:59:59,19863644224;19862889810;24698217508;24699213438;19862920686;18744444252,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
author.redesign.veteranscrisisline.net,Yes,Yes,6,2,2025-06-01T00:00:00,2026-09-06T23:59:59,24812086121;19841031843;18742693707;24812085491;19841047282;24812935653,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
author.stage.veteranscrisisline.net,Yes,Yes,6,2,2025-03-28T00:00:00,2026-08-28T23:59:59,24703426441;19842611278;19842640004;24704412201;24703412317;17457961666,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
author.veteranscrisisline.net,Yes,Yes,5,2,2025-03-28T00:00:00,2026-09-06T23:59:59,24811871097;17454105920;19999058328;24811868485;20000172480,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
author2024.dev.veteranscrisisline.net,Yes,Yes,4,2,2025-07-21T00:00:00,2026-09-01T23:59:59,19808081466;24714902029;24713946125;24713948643,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
author2024.stage.veteranscrisisline.net,Yes,Yes,3,2,2025-07-23T00:00:00,2026-08-28T23:59:59,24703438550;19846962531;24703437252,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
author2024.veteranscrisisline.net,Yes,Yes,4,2,2025-07-23T00:00:00,2026-09-06T23:59:59,24811998457;24811994765;19846623805;24812869649,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
delivery.dev.veteranscrisisline.net,Yes,Yes,5,2,2025-03-29T00:00:00,2026-09-04T23:59:59,24785936315;19842644923;24785940948;19842644551;17497954370,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
delivery.redesign.dev.veteranscrisisline.net,Yes,Yes,6,2,2025-06-01T00:00:00,2026-09-01T23:59:59,24713932173;24714887594;18751314270;19862889742;19862920342;24713917992,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
delivery.redesign.stage.veteranscrisisline.net,Yes,Yes,6,2,2025-06-01T00:00:00,2026-08-28T23:59:59,18747955869;24703452841;19862920494;24703449644;19862890247;24704426376,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
delivery.redesign.veteranscrisisline.net,Yes,Yes,5,2,2025-06-01T00:00:00,2026-09-06T23:59:59,19841048186;24812099584;19841031841;18749277648;24812103437,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
delivery.stage.veteranscrisisline.net,Yes,Yes,6,2,2025-03-28T00:00:00,2026-08-28T23:59:59,24703437750;19842640014;17465628945;24703438311;19842611187;24704411767,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
delivery.veteranscrisisline.net,Yes,Yes,6,2,2025-03-28T00:00:00,2026-09-06T23:59:59,24811871121;19842640675;24812558812;17473970725;19842610134;24811873650,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
delivery2024.dev.veteranscrisisline.net,Yes,Yes,4,2,2025-07-21T00:00:00,2026-09-01T23:59:59,24707276441;19816341869;24707021705;24707022802,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
delivery2024.stage.veteranscrisisline.net,Yes,Yes,3,2,2025-07-23T00:00:00,2026-08-28T23:59:59,19846962740;24698204624;24698202276,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
delivery2024.veteranscrisisline.net,Yes,Yes,3,2,2025-07-23T00:00:00,2026-09-06T23:59:59,24812004458;19846624681;24812019205,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
dev.veteranscrisisline.net,Yes,Yes,7,3,2025-03-29T00:00:00,2026-09-01T23:59:59,24707014291;24707010568;24707274993;18336858750;18336828024;17496752969;19842645321,"C=US, O=Amazon, CN=Amazon RSA 2048 M03;C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
failover.dev.veteranscrisisline.net,No,Yes,2,1,2025-07-06T00:00:00,2026-08-04T23:59:59,19481197524;19480086406,"C=US, O=Amazon, CN=Amazon RSA 2048 M02"
failover.stage.veteranscrisisline.net,No,Yes,1,1,2025-07-07T00:00:00,2026-08-05T23:59:59,19500904752,"C=US, O=Amazon, CN=Amazon RSA 2048 M03"
failover.veteranscrisisline.net,No,Yes,1,1,2025-07-06T00:00:00,2026-08-04T23:59:59,19481158814,"C=US, O=Amazon, CN=Amazon RSA 2048 M02"
fd.author.dev.veteranscrisisline.net,Yes,Yes,5,2,2025-03-29T00:00:00,2026-09-01T23:59:59,24713946973;19842643767;17488309701;24714888400;24713932149,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
fd.author.stage.veteranscrisisline.net,Yes,Yes,6,2,2025-03-28T00:00:00,2026-08-28T23:59:59,19842643247;24698188052;19842670706;17464287694;24698192262;24699175947,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
fd.author.veteranscrisisline.net,Yes,Yes,6,2,2025-03-28T00:00:00,2026-09-06T23:59:59,24811844592;17471984053;19842610319;24812542123;24811851729;19842610133,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
