domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
api.data.gov,Yes,Yes,4,2,2026-04-19T14:21:20,2026-09-16T14:20:54,25686608912;27293475070;27293483339;25686609356,"C=US, O=Let's Encrypt, CN=R13;C=US, O=Let's Encrypt, CN=YR2"
catalog-beta.data.gov,Yes,Yes,2,1,2026-06-09T15:21:06,2026-09-07T15:21:05,27026951754;27026951360,"C=US, O=Let's Encrypt, CN=YR1"
catalog-dev.data.gov,Yes,Yes,10,3,2026-04-11T00:00:00,2026-10-25T23:59:59,26358058068;26356531368;25772826243;26356526230;25476347281;26343659488;26336037816;26329889254;26340665780;26357946706,"C=US, O=Let's Encrypt, CN=R12;C=US, O=Let's Encrypt, CN=R13;C=US, O=Amazon, CN=Amazon RSA 2048 M01"
catalog-old.data.gov,Yes,Yes,2,1,2026-04-13T00:00:00,2026-10-27T23:59:59,25493663407;25526282171,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
catalog-stage.data.gov,Yes,Yes,6,3,2026-04-11T00:00:00,2026-10-25T23:59:59,25772826243;25476347281;26339308309;26358417283;26359020994;26329219547,"C=US, O=Let's Encrypt, CN=R12;C=US, O=Let's Encrypt, CN=R13;C=US, O=Amazon, CN=Amazon RSA 2048 M01"
catalog.data.gov,Yes,Yes,6,3,2025-10-19T00:00:00,2026-11-17T23:59:59,26499623941;26499623737;21820887977;21818782377;26500120465;26500123730,"C=US, O=Let's Encrypt, CN=R12;C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=R13"
climate.data.gov,Yes,Yes,4,2,2026-05-03T12:20:36,2026-09-30T12:20:39,26034720938;27643323939;26033938131;27643321097,"C=US, O=Let's Encrypt, CN=YR1;C=US, O=Let's Encrypt, CN=R13"
dashboard.data.gov,Yes,Yes,4,2,2026-05-04T20:20:37,2026-10-01T20:20:38,26071901903;27674347782;27674352034;26071890315,"C=US, O=Let's Encrypt, CN=R12;C=US, O=Let's Encrypt, CN=YR1"
data.gov,Yes,Yes,2,1,2026-05-06T14:21:17,2026-08-04T14:21:16,26124193736;26123302088,"C=US, O=Let's Encrypt, CN=R12"
federation.data.gov,Yes,Yes,4,2,2026-05-05T18:20:36,2026-10-02T18:20:38,27693603075;26099221213;27693610211;26098396687,"C=US, O=Let's Encrypt, CN=YR1;C=US, O=Let's Encrypt, CN=R13"
harvest-dev.data.gov,Yes,Yes,9,3,2026-04-23T00:00:00,2026-11-06T23:59:59,26317991862;26357700696;25717612855;26344171211;25717328820;25717328293;26343319683;26322613859;26357706818,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=R13;C=US, O=Amazon, CN=Amazon RSA 2048 M01"
harvest-stage.data.gov,Yes,Yes,5,3,2026-04-23T00:00:00,2026-11-06T23:59:59,26358418473;26339390793;25717612855;26339311907;26359022026,"C=US, O=Let's Encrypt, CN=R12;C=US, O=Let's Encrypt, CN=R13;C=US, O=Amazon, CN=Amazon RSA 2048 M01"
harvest.data.gov,Yes,Yes,13,3,2026-04-23T00:00:00,2026-11-14T23:59:59,26059940541;25982844101;25982163511;26500131696;26059946981;25982086679;26501387662;26499622858;25695515287;25717720820;26500130836;25695316882;25982862130,"C=US, O=Let's Encrypt, CN=R12;C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Let's Encrypt, CN=R13"
inventory.data.gov,Yes,Yes,4,2,2026-05-04T21:20:36,2026-10-01T21:20:38,26073600045;26072725132;27675220089;27675221363,"C=US, O=Let's Encrypt, CN=R12;C=US, O=Let's Encrypt, CN=YR1"
resources.data.gov,Yes,Yes,4,2,2026-04-16T18:21:20,2026-09-13T18:20:52,27213352845;27213357233;25632332396;25548234322,"C=US, O=Let's Encrypt, CN=YR1;C=US, O=Let's Encrypt, CN=R13"
solr-02f0892d-804d.ssb.data.gov,Yes,Yes,1,1,2026-05-06T00:00:00,2026-11-19T23:59:59,26104498370,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
solr-407abd74-3e56.ssb.data.gov,Yes,Yes,1,1,2025-06-25T00:00:00,2026-07-24T23:59:59,19252546932,"C=US, O=Amazon, CN=Amazon RSA 2048 M03"
