domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
202512142100-smtp.test.dol.gov,Yes,Yes,2,1,2025-12-31T00:00:00,2027-01-31T23:59:59,23478810361;23478809889,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
202603061800-cas.dol.gov,Yes,Yes,2,1,2026-03-09T00:00:00,2027-04-09T23:59:59,24885874735;24885875949,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
202603061800-dmz-mtas.dol.gov,Yes,Yes,2,1,2026-03-09T00:00:00,2027-04-09T23:59:59,24886010084;24886011929,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
5500search.dol.gov,No,Yes,1,1,2025-09-24T00:00:00,2026-09-25T23:59:59,21244639026,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
7821.video.dol.gov,No,Yes,8,1,2025-08-05T00:00:00,2026-09-05T23:59:59,20122490305;20122773512;20122645010;20122773169;20122645451;20122490031;20122710169;20122709996,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
8811.video.dol.gov,No,Yes,8,1,2025-08-05T00:00:00,2026-09-05T23:59:59,20122490305;20122773512;20122645010;20122773169;20122645451;20122490031;20122710169;20122709996,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
8851.video.dol.gov,No,Yes,8,1,2025-08-05T00:00:00,2026-09-05T23:59:59,20122490305;20122773512;20122645010;20122773169;20122645451;20122490031;20122710169;20122709996,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
DOL-LOAD-DG.dol.gov,No,Yes,1,1,2025-07-10T13:21:03,2026-08-10T04:00:00,19572560951,"C=US, O=SSL Corporation, CN=Entrust OV TLS Issuing RSA CA 1"
aavi.dol.gov,No,Yes,6,1,2025-07-29T00:00:00,2026-07-28T23:59:59,20261414519;24539456577;19973965271;20305617650;20142381807;24921757485,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
accntcerts-dev.dol.gov,Yes,Yes,1,1,2025-11-04T00:00:00,2026-12-03T23:59:59,22206367258,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
accntcerts-stage.dol.gov,Yes,Yes,1,1,2025-11-10T00:00:00,2026-12-09T23:59:59,22368721064,"C=US, O=Amazon, CN=Amazon RSA 2048 M01"
accntcerts-stg.dol.gov,Yes,Yes,1,1,2025-11-04T00:00:00,2026-12-03T23:59:59,22206412722,"C=US, O=Amazon, CN=Amazon RSA 2048 M01"
accntcerts.dol.gov,Yes,Yes,1,1,2025-11-12T00:00:00,2026-12-11T23:59:59,22413241358,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
adhoc-deployer.splunk.dol.gov,No,Yes,4,1,2025-09-15T00:00:00,2026-10-31T23:59:59,21037385059;21037384385;21375578018;21375597324,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
admin-jobcorps.dol.gov,Yes,Yes,1,1,2026-02-28T00:00:00,2026-09-13T23:59:59,24689710959,"C=US, O=Amazon, CN=Amazon RSA 2048 M01"
admin-lostandfound-intake.dol.gov,Yes,Yes,2,1,2025-07-02T00:00:00,2026-12-16T23:59:59,19384425323;26818045979,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
admin-lostandfound.dol.gov,No,Yes,4,2,2025-06-15T00:00:00,2026-11-29T23:59:59,26458404682;19029371710;19030447082;26374650180,"C=US, O=Amazon, CN=Amazon RSA 2048 M03;C=US, O=Amazon, CN=Amazon RSA 2048 M04"
admintools.dol.gov,No,Yes,1,1,2025-12-02T00:00:00,2026-12-31T23:59:59,22865554292,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
admintools2.dol.gov,No,Yes,2,1,2025-08-05T00:00:00,2026-09-05T23:59:59,20123040801;20123040632,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
aicenter.dol.gov,Yes,Yes,2,2,2025-06-17T00:00:00,2026-12-01T23:59:59,19066174584;26428392348,"C=US, O=Amazon, CN=Amazon RSA 2048 M04;C=US, O=Amazon, CN=Amazon RSA 2048 M01"
aicenterdev.dol.gov,Yes,Yes,1,1,2026-04-23T00:00:00,2026-11-06T23:59:59,25708997340,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
aicenterdevelop.dol.gov,Yes,Yes,1,1,2026-03-04T00:00:00,2026-09-17T23:59:59,24769944046,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
ams.dol.gov,Yes,Yes,2,1,2026-02-12T00:00:00,2027-03-15T23:59:59,24361737828;24361739801,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
amsdev.ams.dol.gov,Yes,Yes,2,1,2026-02-12T00:00:00,2027-03-15T23:59:59,24361787282;24361787080,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
amssoa.ams.dol.gov,Yes,Yes,2,1,2026-02-12T00:00:00,2027-03-15T23:59:59,24361803665;24361819998,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
