domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
988crisissystemshelp.samhsa.gov,Yes,Yes,1,1,2025-03-07T20:31:53,2026-04-06T20:30:53,16960373885,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
adfs.samhsa.gov,Yes,Yes,1,1,2025-08-14T00:00:00,2026-09-06T23:59:59,20330552057,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
aims.samhsa.gov,Yes,Yes,1,1,2025-03-20T17:08:03,2026-04-19T17:07:03,17270246933,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
aims.stage.samhsa.gov,Yes,Yes,1,1,2024-09-05T15:13:19,2025-10-05T15:12:19,14440036823,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
api.samhsa.gov,Yes,Yes,3,1,2024-08-14T16:55:24,2025-10-09T19:24:52,14492136471;14135952580;20300310825,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
asp.samhsa.gov,Yes,Yes,1,1,2025-03-20T17:08:02,2026-04-19T17:07:02,17270246023,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
asp.stage.samhsa.gov,Yes,Yes,1,1,2024-09-05T15:13:43,2025-10-05T15:12:43,14440036967,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
atods-stage.samhsa.gov,Yes,Yes,1,1,2025-06-05T17:35:37,2026-07-05T17:34:37,18829540232,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
atods.samhsa.gov,Yes,Yes,1,1,2025-02-25T16:06:20,2026-03-27T16:05:20,16853540158,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
bgas.samhsa.gov,Yes,Yes,2,1,2024-12-04T15:52:22,2026-01-03T15:51:22,15611934169;20882604476,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
blog.samhsa.gov,Yes,Yes,1,1,2025-07-09T16:10:13,2026-08-08T16:09:13,19552814810,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
brc.samhsa.gov,Yes,Yes,1,1,2025-03-20T17:07:18,2026-04-19T17:06:18,17270245114,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
brc.stage.samhsa.gov,Yes,Yes,1,1,2024-09-05T15:14:41,2025-10-05T15:13:41,14440043921,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
brss-tacs-decision-tool.samhsa.gov,Yes,Yes,2,1,2024-08-14T16:58:57,2025-09-13T16:57:57,14135998692;20300855237,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
buprenorphine.samhsa.gov,Yes,Yes,2,1,2024-09-23T20:29:28,2025-10-23T20:28:28,20457143741;14662540807,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
cats.samhsa.gov,Yes,Yes,1,1,2025-07-16T15:47:24,2026-08-15T15:46:24,19713168006,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
certauth.samhsa.gov,No,Yes,1,1,2025-08-14T00:00:00,2026-09-06T23:59:59,20330552057,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
contactcenter.samhsa.gov,Yes,Yes,1,1,2025-03-07T20:33:05,2026-04-06T20:32:05,16960375244,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
cspdc-stage.samhsa.gov,Yes,Yes,1,1,2025-03-07T20:34:01,2026-04-06T20:33:01,16960375631,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
cspdc.samhsa.gov,Yes,Yes,1,1,2025-03-07T20:34:43,2026-04-06T20:33:43,16960373658,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
d8stage.samhsa.gov,Yes,Yes,1,1,2025-05-09T15:23:16,2026-06-08T15:22:16,18309939927,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
d9stage.samhsa.gov,Yes,Yes,1,1,2025-06-18T15:34:51,2026-07-18T15:33:51,19099285618,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dashboards-stage.samhsa.gov,Yes,Yes,1,1,2025-04-25T14:42:58,2026-05-25T14:41:58,18057396136,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dashboards.samhsa.gov,Yes,Yes,1,1,2025-04-16T15:20:36,2026-05-16T15:19:36,17884977702,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dasis2.samhsa.gov,Yes,Yes,2,1,2024-11-15T21:04:42,2025-12-15T21:03:42,20855843877;15369893511,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dasis3.samhsa.gov,Yes,Yes,2,1,2024-11-15T21:05:17,2025-12-15T21:04:17,15369899428;20854765139,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dasis9.samhsa.gov,Yes,Yes,2,1,2024-11-15T21:05:43,2025-12-15T21:04:43,20855380395;15369899506,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
datafiles.samhsa.gov,Yes,Yes,1,1,2025-04-16T15:18:52,2026-05-16T15:17:52,17884954075,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
datatools.samhsa.gov,Yes,Yes,1,1,2025-07-09T15:58:39,2026-08-08T15:57:39,19552609775,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dawn-stg.samhsa.gov,Yes,Yes,1,1,2025-04-16T15:20:57,2026-05-16T15:19:57,17884978137,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dawn.samhsa.gov,Yes,Yes,1,1,2025-04-16T15:19:59,2026-05-16T15:18:59,17884966461,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dea.samhsa.gov,Yes,Yes,1,1,2025-03-20T17:07:18,2026-04-19T17:06:18,17270245422,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dea.stage.samhsa.gov,Yes,Yes,1,1,2024-09-05T15:14:09,2025-10-05T15:13:09,14440041657,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dev-ers.samhsa.gov,Yes,Yes,1,1,2024-12-04T15:51:43,2026-01-03T15:50:43,15611924302,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dev-mosaic-analytics.samhsa.gov,Yes,Yes,1,1,2024-12-04T15:51:13,2026-01-03T15:50:13,15611924077,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dev.cats.samhsa.gov,Yes,Yes,1,1,2025-02-25T16:05:59,2026-03-27T16:04:59,16853538186,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dev.ctas.samhsa.gov,Yes,Yes,1,1,2025-02-25T16:07:15,2026-03-27T16:06:15,16853539797,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dev.directory.samhsa.gov,Yes,Yes,1,1,2025-02-25T16:09:25,2026-03-27T16:08:25,16853542144,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dev.fitts.samhsa.gov,Yes,Yes,1,1,2025-02-25T16:10:01,2026-03-27T16:09:01,16853543632,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dev.pams.samhsa.gov,Yes,Yes,1,1,2025-02-25T16:08:35,2026-03-27T16:07:35,16853542436,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
dev.sed.samhsa.gov,Yes,Yes,1,1,2025-02-25T16:06:50,2026-03-27T16:05:50,16853539750,"C=US, O=IdenTrust, OU=HydrantID Trusted Certificate Service, CN=HydrantID Server CA O1"
